activationDate;geokey;product;lot;zone;coverFlag;dismissed
2025-06-09T13:00:00.000Z;22027;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;22027;890;2;EU;true;false
2025-06-09T13:00:00.000Z;22028;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;22028;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;22028;890;2;EU;true;false
2025-06-09T13:00:00.000Z;22029;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;22029;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;22029;890;2;EU;true;false
2025-06-09T13:00:00.000Z;22030;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;22030;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;22030;890;2;EU;true;false
2025-06-09T13:00:00.000Z;22031;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;22031;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;22031;890;2;EU;true;false
2025-06-09T13:00:00.000Z;22032;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;22032;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;22032;890;2;EU;true;false
2025-06-09T13:00:00.000Z;22033;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;22033;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;22033;890;2;EU;true;false
2025-06-09T13:00:00.000Z;22034;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;22034;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;22034;890;2;EU;true;false
2025-06-09T13:00:00.000Z;22035;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;22035;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;22035;890;2;EU;true;false
2025-06-09T13:00:00.000Z;22036;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;22036;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;22036;890;2;EU;true;false
2025-06-09T13:00:00.000Z;22037;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;22037;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;22037;890;2;EU;true;false
2025-06-09T13:00:00.000Z;22038;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;22038;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;22038;890;2;EU;true;false
2025-06-09T13:00:00.000Z;22039;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;22039;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;22039;890;2;EU;true;false
2025-06-09T13:00:00.000Z;22040;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;22040;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;22040;890;2;EU;true;false
2025-06-09T13:00:00.000Z;22041;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;22041;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;22041;890;2;EU;true;false
2025-06-09T13:00:00.000Z;22042;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;22042;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;22042;890;2;EU;true;false
2025-06-09T13:00:00.000Z;22043;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;22043;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;22043;890;2;EU;true;false
2025-06-09T13:00:00.000Z;22044;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;22044;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;22044;890;2;EU;true;false
2025-06-09T13:00:00.000Z;22045;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;22045;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;22045;890;2;EU;true;false
2025-06-09T13:00:00.000Z;22046;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;22046;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;22046;890;2;EU;true;false
2025-06-09T13:00:00.000Z;22060;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;22060;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;22060;890;2;EU;true;false
2025-06-09T13:00:00.000Z;22061;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;22061;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;22061;890;2;EU;true;false
2025-06-09T13:00:00.000Z;22063;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;22063;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;22063;890;2;EU;true;false
2025-06-09T13:00:00.000Z;22066;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;22066;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;22066;890;2;EU;true;false
2025-06-09T13:00:00.000Z;22069;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;22069;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;22069;890;2;EU;true;false
2025-06-09T13:00:00.000Z;22070;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;22070;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;22070;890;2;EU;true;false
2025-06-09T13:00:00.000Z;22071;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;22071;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;22071;890;2;EU;true;false
2025-06-09T13:00:00.000Z;22072;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;22072;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;22072;890;2;EU;true;false
2025-06-09T13:00:00.000Z;22073;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;22073;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;22073;890;2;EU;true;false
2025-06-09T13:00:00.000Z;22074;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;22074;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;22074;890;2;EU;true;false
2025-06-09T13:00:00.000Z;22075;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;22075;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;22075;890;2;EU;true;false
2025-06-09T13:00:00.000Z;22076;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;22076;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;22076;890;2;EU;true;false
2025-06-09T13:00:00.000Z;22077;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;22077;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;22077;890;2;EU;true;false
2025-06-09T13:00:00.000Z;22078;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;22078;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;22078;890;2;EU;true;false
2025-06-09T13:00:00.000Z;22079;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;22079;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;22079;890;2;EU;true;false
2025-06-09T13:00:00.000Z;22100;RS;21;CP;true;false
2025-06-09T13:00:00.000Z;22100;AR;26;CP;true;false
2025-06-09T13:00:00.000Z;22100;890;2;CP;true;false
2025-06-09T13:00:00.000Z;23009;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23009;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23009;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23010;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23010;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23010;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23011;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23011;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23011;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23012;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23012;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23012;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23013;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23013;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23013;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23014;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23014;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23014;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23015;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23015;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23015;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23016;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23016;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23016;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23017;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23017;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23017;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23018;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23018;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23018;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23019;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23019;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23019;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23020;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23020;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23020;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23021;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23021;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23021;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23022;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23022;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23022;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23023;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23023;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23023;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23024;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23024;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23024;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23025;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23025;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23025;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23026;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23026;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23026;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23027;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23027;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23027;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23029;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23029;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23029;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23030;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23030;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23030;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23031;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23031;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23031;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23032;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23032;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23032;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23033;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23033;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23033;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23034;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23034;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23034;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23035;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23035;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23035;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23036;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23036;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23036;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23037;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23037;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23037;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23038;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23038;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23038;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23041;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23041;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23041;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23100;RS;21;CP;true;false
2025-06-09T13:00:00.000Z;23100;AR;26;CP;true;false
2025-06-09T13:00:00.000Z;23100;890;2;CP;true;false
2025-06-09T13:00:00.000Z;23801;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23801;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23801;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23802;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23802;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23802;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23804;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23804;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23804;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23805;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23805;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23805;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23807;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23807;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23807;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23808;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23808;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23808;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23811;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23811;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23811;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23813;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23813;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23813;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23814;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23814;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23814;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23815;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23815;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23815;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23816;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23816;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23816;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23817;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23817;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23817;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23818;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23818;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23818;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23819;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23819;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23819;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23821;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23821;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23821;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23822;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23822;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23822;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23823;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23823;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23823;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23824;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23824;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23824;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23825;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23825;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23825;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23826;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23826;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23826;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23827;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23827;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23827;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23828;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23828;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23828;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23829;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23829;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23829;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23831;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23831;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23831;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23832;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23832;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23832;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23833;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23833;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23833;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23834;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23834;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23834;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23835;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23835;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23835;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23836;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23836;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23836;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23837;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23837;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23837;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23841;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23841;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23841;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23842;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23842;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23842;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23843;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23843;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23843;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23844;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23844;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23844;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23845;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23845;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23845;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23846;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23846;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23846;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23847;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23847;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23847;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23848;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23848;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23848;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23849;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23849;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23849;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23851;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23851;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23851;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23852;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23852;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23852;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23854;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23854;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23854;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23855;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23855;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23855;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23857;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23857;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23857;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23861;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23861;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23861;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23862;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23862;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23862;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23864;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23864;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23864;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23865;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23865;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23865;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23867;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23867;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23867;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23868;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23868;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23868;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23870;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23870;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23870;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23871;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23871;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23871;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23873;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23873;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23873;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23874;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23874;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23874;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23875;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23875;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23875;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23876;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23876;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23876;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23877;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23877;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23877;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23878;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23878;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23878;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23879;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23879;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23879;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23880;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23880;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23880;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23881;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23881;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23881;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23883;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23883;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23883;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23884;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23884;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23884;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23885;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23885;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23885;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23886;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23886;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23886;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23887;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23887;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23887;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23888;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23888;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23888;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23889;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23889;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23889;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23890;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23890;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23890;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23891;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23891;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23891;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23892;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23892;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23892;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23893;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23893;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23893;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23894;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23894;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23894;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23895;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23895;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23895;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23896;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23896;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23896;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23897;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23897;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23897;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23898;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23898;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23898;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23899;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;23899;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;23899;890;2;EU;true;false
2025-06-09T13:00:00.000Z;23900;RS;21;CP;true;false
2025-06-09T13:00:00.000Z;23900;AR;26;CP;true;false
2025-06-09T13:00:00.000Z;23900;890;2;CP;true;false
2025-06-09T13:00:00.000Z;24010;RS;21;EU;true;false
2025-06-09T13:00:00.000Z;24010;AR;26;EU;true;false
2025-06-09T13:00:00.000Z;24010;890;2;EU;true;false
2025-06-09T13:00:00.000Z;24011;RS;21;EU;true;false
